Temperature,Pressure,Humidity,Machine_Speed,Production_Time,Shift,Operator_Experience_Years,Material_Type,Defect
81.72,25.19,36.55,1538,8,Evening,13,Plastic,1
76.67,30.41,59.21,927,4,Evening,0,Steel,1
86.81,29.25,57.43,808,9,Evening,2,Aluminum,1
79.03,26.96,45.18,1123,2,Night,12,Aluminum,0
65.33,24.12,46.5,917,8,Day,14,Steel,0
67.04,29.79,33.35,1266,6,Evening,10,Aluminum,0
76.03,27.98,58.21,1499,4,Day,14,Steel,1
51.86,33.44,35.12,1450,2,Evening,6,Steel,1
91.73,33.33,53.45,1262,4,Night,7,Aluminum,1
79.42,35.5,58.52,924,3,Day,3,Aluminum,0
87.27,23.7,45.48,1022,4,Evening,11,Steel,1
59.19,32.01,54.68,1127,4,Night,1,Plastic,1
87.45,26.36,63.48,1058,11,Night,6,Plastic,1
97.31,23.9,47.68,866,7,Night,8,Aluminum,1
61.79,27.86,43.25,1396,1,Evening,9,Steel,0
82.71,35.34,44.33,861,9,Night,5,Steel,0
75.01,28.14,37.57,1325,5,Night,13,Steel,0
59.56,37.83,37.34,1433,3,Night,1,Plastic,1
79.93,32.74,49.42,1078,7,Night,8,Aluminum,0
83.34,28.03,43.36,922,7,Night,6,Aluminum,0
68.99,35.8,48.28,1388,8,Evening,8,Plastic,0
86.66,32.23,30.1,1071,10,Day,10,Steel,1
58.33,25.34,44.07,1301,4,Evening,1,Plastic,1
60.05,39.29,55.3,1457,9,Evening,9,Plastic,1
76.37,31.3,33.81,1068,2,Evening,3,Aluminum,0
75.25,30.09,45.17,1367,6,Day,5,Plastic,0
67.83,25.72,26.45,1017,3,Day,9,Steel,0
83.1,35.9,31.95,1484,8,Night,6,Plastic,1
80.31,32.59,53.08,1351,8,Day,13,Steel,0
83.58,33.15,41.91,958,6,Evening,2,Plastic,0
73.77,27.46,63.22,1159,4,Night,13,Steel,1
81.03,34.17,49.32,1264,8,Day,12,Aluminum,0
70.54,34.56,50.31,1343,6,Evening,9,Aluminum,0
95.54,26.66,34.24,1047,9,Night,10,Plastic,1
66.87,22.92,41.15,1440,7,Night,10,Aluminum,1
96.05,32.91,37.67,1090,9,Night,4,Plastic,1
75.35,22.13,34.35,835,8,Evening,10,Steel,0
61.24,30.76,51.64,865,4,Night,3,Steel,0
88.68,27.76,53.65,1596,6,Evening,4,Aluminum,1
76.26,36.09,48.99,1226,7,Day,5,Plastic,0
83.51,28.04,36.72,956,4,Night,5,Steel,0
87.24,35.54,48.31,1354,4,Day,13,Plastic,1
78.38,27.43,25.87,1586,10,Night,6,Aluminum,1
69.08,35,58.23,920,3,Night,5,Plastic,0
84.76,40.3,32.02,991,10,Night,13,Aluminum,0
75.01,24.66,33.8,1275,6,Evening,5,Plastic,0
81.86,31.46,46.15,1153,11,Day,3,Aluminum,0
53.46,43.74,47.04,1342,2,Night,1,Plastic,1
79.47,30.33,44.27,1156,11,Night,9,Plastic,0
68.61,30.31,33.9,1330,4,Evening,6,Plastic,0
91.53,33.94,56.33,1279,8,Night,6,Aluminum,1
81.23,30.21,28.14,1596,3,Evening,10,Plastic,1
77.4,21.46,30.17,872,8,Night,2,Aluminum,0
79.86,35.66,43.93,1190,7,Day,13,Steel,0
65.02,19.99,32.36,875,7,Evening,14,Plastic,0
91.23,27.92,57.23,987,11,Evening,4,Plastic,1
94.91,36.04,33.22,1490,9,Night,5,Aluminum,1
78.93,28.22,60.57,1137,4,Day,9,Plastic,1
90.9,26.53,55.35,1275,11,Night,8,Plastic,1
69.31,34.4,57.35,1105,8,Evening,2,Steel,0
67.03,25.74,63.87,1448,2,Night,12,Plastic,1
75.41,23.89,45.81,961,3,Day,2,Plastic,0
79.35,31.37,34.87,846,4,Evening,4,Steel,0
71.06,29.09,43.97,823,9,Day,1,Aluminum,1
80.38,23.78,39.33,1135,1,Day,2,Steel,0
78.06,33.18,37.91,1083,7,Evening,14,Steel,0
65.02,32.32,46.51,973,2,Day,14,Plastic,0
80.19,28.2,41.88,1106,5,Night,5,Plastic,0
83.64,28.54,37.48,1573,1,Evening,2,Aluminum,1
76.71,32.35,42.55,1029,6,Day,0,Aluminum,1
86.53,35.95,50.49,1502,3,Day,6,Aluminum,1
62.83,28.59,54.56,917,6,Night,6,Steel,0
79.68,33.27,28.97,852,8,Night,1,Steel,1
63.3,32.83,41.97,991,8,Night,4,Steel,0
63.86,34.4,43.59,1371,4,Night,8,Aluminum,0
68.69,30.2,33.17,1322,7,Day,12,Aluminum,0
65.58,25.44,43.8,1571,6,Day,2,Plastic,1
69.52,27.69,46.48,1581,2,Day,7,Steel,1
72.86,31.71,50.19,940,6,Evening,3,Plastic,0
83.37,39.09,45.77,1454,2,Day,2,Aluminum,1
71.79,27.58,36.19,912,4,Evening,1,Plastic,1
59.14,34.02,65.12,1063,5,Day,13,Steel,1
86.4,28.36,53.29,1290,9,Night,14,Aluminum,1
66.63,30.55,50.53,1143,3,Day,12,Steel,0
74.41,37.58,55.05,1322,5,Evening,8,Aluminum,0
79.47,33.82,47.45,898,2,Night,10,Steel,0
77,23.79,57.86,1272,3,Day,4,Plastic,0
85.94,27.14,45.57,822,5,Evening,8,Aluminum,1
79.79,36.28,45.02,1038,7,Day,7,Steel,0
66.39,30.71,51.35,1420,6,Night,2,Aluminum,1
96.79,24.26,60.76,1062,2,Evening,3,Aluminum,1
76.94,25.91,60.12,1124,9,Night,11,Steel,1
73.53,33.52,50.93,1471,8,Evening,5,Plastic,1
84.64,34.97,50.17,1531,9,Night,10,Aluminum,1
77.49,30.09,51.96,1483,9,Evening,9,Steel,1
78.99,42.38,54.86,1186,5,Evening,11,Aluminum,0
99.92,34.12,57.99,1405,11,Day,4,Plastic,1
72.25,28.78,42.63,921,7,Night,9,Plastic,0
71.82,25.92,58.18,1099,7,Day,9,Steel,0
76.17,25.13,48.43,1508,10,Night,2,Plastic,1
85.72,31.68,51.51,1362,9,Night,4,Aluminum,1
59.93,27.56,58.82,1116,9,Day,4,Plastic,0
55.34,38.37,52.47,819,6,Evening,8,Plastic,0
69.13,37.33,54.16,1341,3,Night,3,Plastic,0
58.66,33.17,41.11,1099,8,Evening,7,Aluminum,0
70.75,24.11,59.98,1269,1,Night,3,Plastic,0
80.02,26.64,51.96,885,10,Day,9,Aluminum,0
66.09,36.28,46.26,1541,11,Evening,1,Steel,1
60.73,27.18,56.01,1468,4,Day,2,Aluminum,1
75.69,35.61,70.88,1204,10,Night,12,Aluminum,1
83.63,32.37,33.31,1492,2,Day,3,Steel,1
58.05,30.26,36.96,911,5,Night,7,Plastic,0
83.2,26.49,71.85,938,7,Evening,8,Plastic,1
83.17,29.53,49.27,809,11,Evening,11,Steel,0
84.54,30.95,46.91,1090,1,Day,11,Plastic,0
87.18,35.16,43.85,1178,4,Day,5,Plastic,1
97.02,25.57,57.08,1037,3,Evening,13,Steel,1
71.44,28.69,71.11,1443,4,Day,7,Plastic,1
76.1,30.22,38.35,1129,6,Day,11,Steel,0
70.84,33.31,44.03,984,10,Evening,9,Plastic,0
75.02,25.46,41.49,1519,6,Night,4,Plastic,1
90.33,23.42,52.33,1561,1,Day,4,Plastic,1
61.55,33.37,57.22,1224,3,Day,7,Plastic,0
66.39,22.41,61.21,1122,1,Evening,14,Steel,1
88.77,36.42,52.67,1281,1,Night,14,Aluminum,1
85.2,29.22,70.19,1400,1,Night,3,Aluminum,1
71.37,22.26,39.25,1157,3,Day,12,Steel,0
83.54,27.6,36.65,1161,2,Day,2,Steel,0
78.41,31.9,59.69,835,4,Night,9,Plastic,0
90,27.34,46.23,1315,7,Day,14,Plastic,1
75.75,30.1,31.24,1545,11,Night,1,Aluminum,1
85.26,33.7,41.84,1129,11,Day,14,Aluminum,1
101.42,28.99,47.56,1068,2,Day,12,Steel,1
80.98,25.31,38.54,869,2,Evening,11,Steel,0
75.49,28.51,34.85,1318,11,Night,7,Plastic,0
82.22,37.07,42.92,1467,7,Night,11,Plastic,1
71.35,38.43,34.35,1177,9,Day,13,Plastic,0
98.88,19.9,51.35,1092,11,Evening,11,Aluminum,1
76.8,35.46,25.56,1085,3,Night,14,Aluminum,0
72.27,31.25,45.9,1159,10,Day,4,Steel,0
66.64,34.62,50.2,1385,8,Day,11,Aluminum,0
85.97,27.25,44.09,1323,6,Evening,5,Plastic,1
83.67,21.16,55.93,1136,6,Night,13,Steel,0
70.03,32.92,31.29,1423,3,Night,12,Aluminum,1
80.76,25.3,37.99,1341,10,Day,8,Plastic,0
59.91,23.06,41.7,835,9,Day,13,Steel,0
76.85,23.41,52.13,1287,9,Evening,12,Aluminum,0
79.53,33,47.19,1178,4,Night,2,Steel,0
92.07,30.7,66.43,1143,10,Night,14,Steel,1
67.29,33.91,36.94,1029,6,Evening,3,Aluminum,0
62.22,33.35,31.05,1588,5,Night,11,Plastic,1
66.05,27.9,62.89,1417,4,Evening,1,Aluminum,1
61.63,29.65,30.69,1599,2,Night,5,Plastic,1
88.37,27.44,51.83,1561,4,Evening,14,Steel,1
90.49,28.95,35.21,1374,7,Evening,12,Plastic,1
78.2,25.16,24.31,1196,3,Day,8,Plastic,0
87.21,31.95,41.25,1220,3,Night,11,Steel,1
76.34,35.38,53.99,1355,11,Day,1,Aluminum,1
74.05,25.92,32.78,1460,3,Evening,4,Steel,1
71.67,36.41,50.76,1201,9,Evening,9,Plastic,0
71.9,30.57,52.63,1287,1,Evening,0,Aluminum,1
59.52,31.21,32.28,845,5,Night,12,Aluminum,0
77.64,21.5,42.72,1486,9,Day,11,Steel,1
74.6,20.96,60.77,953,7,Evening,12,Steel,1
82.45,30.72,51.51,1060,1,Night,3,Plastic,0
75.94,33.95,42.39,1444,4,Evening,7,Aluminum,1
73.37,26.64,49.15,1086,6,Evening,2,Aluminum,0
66.29,38.35,38.15,1467,5,Evening,3,Steel,1
75.72,33.67,56.14,1552,2,Evening,1,Steel,1
82.38,25.46,56.13,1130,1,Day,8,Plastic,0
63.57,30.15,46.21,1438,11,Evening,4,Plastic,1
75.87,42.38,47.31,1504,4,Evening,2,Aluminum,1
77.33,23.79,35.01,1271,10,Day,10,Steel,0
67.82,32.64,31.48,1068,5,Day,10,Plastic,0
69.12,28.39,41.23,1433,4,Evening,9,Aluminum,1
77.31,33.53,44.13,1457,3,Day,11,Plastic,1
63.67,36.34,55.63,1463,10,Day,6,Aluminum,1
78.5,28.07,54.22,956,8,Day,10,Plastic,0
66.05,35.59,46.85,1467,6,Day,0,Steel,1
85.63,41.11,56.91,1413,11,Evening,8,Aluminum,1
98.38,30.33,35.57,1228,3,Night,6,Steel,1
66.39,33.92,55.77,1051,6,Night,12,Steel,0
80.34,27.05,37.1,1066,10,Evening,0,Aluminum,1
67.73,30.1,57.4,858,8,Night,3,Plastic,0
85.41,29.12,44.87,1416,7,Day,14,Plastic,1
62.35,33.98,25.02,1580,1,Night,6,Aluminum,1
79.81,36.02,52.3,1358,6,Evening,3,Aluminum,0
66.27,29.45,53.1,1399,1,Night,6,Steel,0
72.93,37.67,40.43,970,4,Evening,2,Aluminum,0
64.69,37.65,41.29,1463,10,Night,3,Aluminum,1
83.22,34.23,43.4,1487,3,Day,11,Aluminum,1
66.63,27.42,25.75,1118,7,Day,2,Steel,0
80.52,26.94,21.35,1456,2,Day,12,Steel,1
71.56,25.94,58.02,1533,4,Night,3,Steel,1
73.86,34.75,36.76,1197,5,Night,11,Steel,0
76.48,23.94,63.55,814,2,Night,9,Aluminum,1
67.38,33.38,58.7,1261,9,Day,12,Steel,0
77.1,24.59,60.67,937,2,Night,2,Aluminum,1
90.3,34.12,38.5,1561,6,Night,9,Steel,1
67.22,30.09,28.92,949,8,Evening,13,Aluminum,0
86.72,36.67,34.13,1580,7,Day,9,Plastic,1
89.98,35.71,40.54,1392,6,Night,4,Steel,1
66.84,37.18,21.27,1376,8,Evening,3,Aluminum,0
60.45,37.3,40.25,1453,5,Evening,2,Aluminum,1
78.02,30.72,42.98,1099,10,Evening,4,Steel,0
69.53,24.21,32.06,1222,9,Day,9,Steel,0
93.69,24.74,34.6,1218,2,Evening,8,Aluminum,1
75.35,19.57,42.79,1558,6,Day,10,Plastic,1
66.98,24.58,48.56,992,10,Evening,0,Steel,1
63.53,30.34,36.09,1082,11,Night,13,Plastic,0
85.9,27.2,47.92,1053,7,Day,13,Aluminum,1
69.29,29.1,46.37,1303,9,Day,3,Aluminum,0
75.44,32.46,45.47,1484,5,Night,12,Plastic,1
84.56,28.48,38.48,1112,6,Evening,6,Steel,0
70.16,24.39,31.67,1077,9,Day,3,Aluminum,0
74.54,29.73,61.96,1109,10,Day,7,Steel,1
74.83,25.51,51.3,985,6,Day,14,Steel,0
81.83,28.65,55.06,1023,11,Day,6,Plastic,0
80.91,36.71,44.16,1373,1,Day,4,Aluminum,0
72.8,28.65,43.36,1221,4,Night,9,Steel,0
75.64,38.85,49.91,1395,4,Day,3,Steel,0
71.28,37.16,26.65,826,3,Day,7,Steel,0
60.22,27.1,33.85,1180,8,Night,0,Aluminum,1
77.58,24.44,37.02,1119,6,Evening,1,Plastic,1
93.92,29.74,40.45,930,7,Day,4,Plastic,1
66.16,35.77,36.2,1438,9,Night,9,Aluminum,1
67.27,27.55,48.33,1322,8,Night,6,Plastic,0
66.29,34.54,45.81,1079,3,Evening,8,Plastic,0
82.25,36.04,58.93,1084,4,Day,2,Plastic,0
79.48,26.13,69.74,996,1,Day,4,Plastic,1
73.41,26.62,32.37,1536,4,Evening,10,Plastic,1
65.82,33.56,46.47,1575,9,Night,1,Steel,1
75.92,30.76,46.46,1074,5,Night,5,Aluminum,0
59.35,26.57,44.86,867,3,Night,5,Steel,0
76.43,28.24,34.15,1032,2,Evening,3,Steel,0
83.72,29.65,35.83,1410,6,Evening,13,Aluminum,1
62.49,22.18,47.4,1021,4,Night,12,Steel,0
59.67,33.83,35.55,1252,6,Day,1,Plastic,1
90.79,27.61,46.59,1435,3,Day,14,Steel,1
68.88,16.08,42.54,1103,3,Night,7,Aluminum,0
86.36,29.88,46.42,1413,1,Day,7,Steel,1
73.46,26.29,35.47,1199,9,Night,14,Plastic,0
73.38,38.44,46.57,1119,7,Night,12,Aluminum,0
79.38,27.07,36.19,1063,9,Day,0,Steel,1
66.16,24.51,46.61,1164,11,Day,1,Plastic,1
76.32,32.54,58.39,1188,1,Evening,3,Aluminum,0
71.19,26.7,47.61,1541,8,Day,12,Aluminum,1
61.8,26.1,48.22,1434,2,Day,13,Plastic,1
78.37,32.55,53.17,1026,3,Day,11,Aluminum,0
72.37,24.8,30.96,1255,1,Day,11,Aluminum,0
73.43,22.71,62.19,1539,7,Night,0,Steel,1
62.9,38.63,34.44,1464,11,Day,5,Plastic,1
90.91,32.9,53.8,1104,5,Night,10,Steel,1
83.77,28.68,52.47,1304,11,Night,1,Steel,1
84.64,29.98,35.98,1127,3,Evening,2,Steel,0
71.95,32.53,55.09,1460,4,Night,10,Plastic,1
57.71,34.87,49.98,1320,10,Day,8,Aluminum,0
94.53,26.22,63.9,1119,6,Evening,6,Plastic,1
74.39,31.83,46.93,1535,6,Evening,3,Aluminum,1
67.51,27.47,43.91,1291,2,Evening,11,Plastic,0
79.17,29.06,39.85,1260,7,Night,9,Aluminum,0
86.67,30.8,27.57,1334,2,Night,0,Steel,1
74.77,29.97,41.82,1243,9,Night,12,Steel,0
87.79,33.68,42.24,1242,2,Evening,3,Aluminum,1
85.83,32.44,47.62,1503,5,Night,9,Steel,1
64.24,22.46,30.77,1026,8,Night,12,Plastic,0
68.26,23.21,42.61,1365,8,Evening,5,Plastic,0
84.58,28.15,50.76,1403,11,Evening,7,Plastic,1
47.87,39.14,51.76,1326,4,Day,10,Aluminum,0
73.51,25.74,26.4,1490,7,Evening,8,Aluminum,1
60.69,28.96,52.06,1315,8,Evening,14,Plastic,0
70.23,27.32,42.53,1217,8,Evening,12,Aluminum,0
72.01,27.23,43.15,900,5,Day,3,Plastic,0
71.42,30.89,21.35,1207,10,Day,5,Steel,0
69.48,37,59.94,1204,2,Day,1,Steel,1
64.03,32.28,46.77,929,2,Evening,1,Steel,1
97.92,25.98,29.69,1318,5,Day,5,Plastic,1
93.67,43.77,48.75,1495,4,Evening,8,Aluminum,1
63.38,30.39,48.44,834,4,Night,2,Plastic,0
90.82,27.11,57.23,1543,3,Day,3,Plastic,1
71.01,37.06,41.9,953,9,Night,10,Plastic,0
76.29,27.65,45.12,1201,8,Evening,8,Steel,0
74.37,38.31,38.57,863,4,Night,8,Steel,0
68.4,25.65,50.98,1558,7,Day,10,Steel,1
84.84,37.15,37.17,1367,8,Day,14,Plastic,0
76.26,31.01,36.07,1028,6,Evening,12,Aluminum,0
70.23,36.46,44.32,1052,2,Day,4,Aluminum,0
61.95,39.51,32.74,1287,8,Night,8,Aluminum,0
66.06,24.34,61.02,1363,3,Night,4,Aluminum,1
58.59,36.38,64.27,814,4,Day,4,Aluminum,1
75.12,22.96,40.46,1139,4,Day,6,Aluminum,0
63.03,24.76,31.13,1162,7,Evening,14,Plastic,0
72.34,25.98,48.37,979,8,Night,5,Steel,0
88.7,32.52,40.18,1388,9,Day,9,Aluminum,1
86.99,30.17,56.75,1014,1,Night,10,Steel,1
74.68,29.16,37.13,1534,1,Evening,6,Plastic,1
74.13,30.73,50.45,953,7,Night,9,Aluminum,0
93.8,32.96,46.14,844,4,Evening,1,Steel,1
80.21,33.34,38.24,1151,10,Night,13,Plastic,0
71.72,35.47,47.4,820,8,Evening,8,Plastic,0
60.74,39.1,53.79,1392,5,Day,5,Aluminum,0
78.94,29.89,45.87,1364,1,Day,8,Steel,0
83.29,27.39,45.97,1468,2,Evening,0,Aluminum,1
68.68,33.07,36.27,1168,10,Night,1,Aluminum,1
77.91,24.28,56.44,1458,3,Night,6,Aluminum,1
71.36,26.61,55.45,1493,2,Night,11,Aluminum,1
73.16,35,40.89,877,9,Day,1,Plastic,1
50.12,29.38,43.76,918,7,Day,5,Plastic,0
72.78,23.96,59.14,1158,2,Night,1,Plastic,1
84.69,22.55,33.66,1416,7,Day,13,Steel,1
68.69,30.24,51.04,1313,10,Day,9,Aluminum,0
75.53,35.71,39.41,1426,1,Day,4,Plastic,1
67.44,35.64,62.78,1302,5,Evening,5,Plastic,1
78.6,30.55,45.63,831,5,Evening,6,Plastic,0
72.83,40.04,57.6,1157,9,Day,14,Plastic,0
65.61,29.48,37.39,861,4,Day,12,Plastic,0
88.33,29.31,32.51,896,4,Day,0,Steel,1
84.29,17.16,42.66,1177,6,Night,1,Steel,1
68.95,27.76,47.63,1446,11,Evening,1,Steel,1
79.98,34.26,39.89,1295,2,Night,0,Aluminum,1
80.37,37.82,52.58,1409,10,Day,2,Steel,1
81.42,25.85,42.9,1251,6,Day,11,Steel,0
58.06,32.31,24.19,1014,7,Night,5,Aluminum,0
85.07,35.23,50.53,883,4,Day,11,Steel,1
69.3,30.06,36.17,1205,10,Evening,10,Steel,0
71.42,18.58,41.38,1468,9,Evening,8,Steel,1
101.38,31.24,60.53,906,5,Day,2,Plastic,1
78.02,33.81,62.73,1288,3,Evening,11,Plastic,1
71.14,25.26,39.25,1156,9,Day,14,Aluminum,0
52.95,28.73,50.78,930,1,Day,2,Aluminum,0
88.9,24.22,39.48,821,8,Day,1,Aluminum,1
61.55,17.15,42.13,1395,1,Evening,12,Aluminum,0
64.97,35.14,38.94,1400,10,Night,1,Aluminum,1
71.69,29.98,27.76,1025,8,Evening,6,Plastic,0
89.16,37.99,45.95,905,5,Evening,3,Plastic,1
82.73,34.29,47.88,1193,7,Night,5,Steel,0
73.42,28.23,38.29,900,8,Evening,7,Steel,0
78.08,29.58,55.88,947,11,Day,13,Plastic,0
69,32.83,40.64,1029,1,Evening,13,Plastic,0
76.4,34.83,38.63,886,1,Day,4,Steel,0
75.73,31.61,50.27,1322,7,Day,12,Steel,0
84.69,35.53,29.57,1447,1,Evening,2,Aluminum,1
84.67,28.52,54.07,892,4,Night,1,Steel,1
79.94,25.01,40.98,952,6,Evening,14,Plastic,0
71.38,29.68,54.89,1222,2,Evening,5,Aluminum,0
82.42,31.03,57.88,1153,10,Evening,10,Aluminum,0
74.08,23.99,51.4,1407,5,Day,11,Aluminum,1
64.18,23.32,36.88,1373,10,Day,7,Aluminum,0
70.97,32.24,32.49,1208,10,Night,12,Plastic,0
75.85,27.97,30.66,886,11,Night,10,Plastic,0
84.1,29.17,56.03,1010,11,Evening,12,Steel,0
73.16,28.2,43.65,1182,10,Night,9,Steel,0
62.91,37.6,39.01,1394,11,Evening,13,Plastic,0
75.57,36.31,43.68,1538,6,Day,3,Plastic,1
76.13,23.81,55.81,1323,5,Evening,1,Steel,1
76.86,27.34,52.79,952,10,Evening,2,Plastic,0
84.2,34.25,49.39,804,8,Evening,2,Plastic,0
85.19,33.01,51.38,875,11,Evening,14,Aluminum,1
69.06,29.79,46.8,1210,4,Night,8,Plastic,0
68.84,24.31,48.02,803,8,Evening,9,Aluminum,0
64.6,26.59,47.21,1171,11,Day,3,Plastic,0
81.99,27.42,45,882,3,Evening,5,Steel,0
89.49,31.38,52.53,1230,7,Day,12,Plastic,1
71.85,38.52,48.61,1271,5,Night,8,Plastic,0
72.59,26.57,36.19,1161,5,Evening,11,Steel,0
89.67,24.87,50.29,1211,6,Day,13,Steel,1
80.06,29.46,47.47,834,5,Evening,9,Steel,0
79.36,35.16,51.11,1041,1,Evening,7,Plastic,0
63.09,22.77,43.96,1455,9,Night,12,Steel,1
81.79,37.27,53.12,879,11,Day,11,Plastic,0
65.71,29.14,44.39,874,4,Day,8,Steel,0
63.66,26.33,52.24,1083,5,Day,5,Plastic,0
71.53,22,40.44,1526,1,Evening,13,Steel,1
69.14,33.53,41.13,1557,3,Night,12,Steel,1
72.78,29.14,51.02,1037,3,Evening,1,Aluminum,1
60.59,30.85,41.68,1136,8,Night,4,Plastic,0
84.59,25.5,67.06,1330,11,Night,9,Steel,1
86.28,28.4,50.66,1385,8,Day,2,Plastic,1
55.53,27.57,45.25,1366,9,Night,2,Steel,0
84.78,29.5,53.2,882,10,Day,9,Plastic,0
66.89,26.65,40.19,1475,7,Evening,11,Plastic,1
83.57,22.33,54.23,1117,6,Evening,0,Plastic,1
74.32,43.64,53.95,1478,8,Night,10,Aluminum,1
75.29,23.18,57.54,1427,3,Day,3,Plastic,1
73.15,30.91,40.59,1096,10,Day,12,Steel,0
87.12,21.14,32.77,1499,10,Evening,6,Aluminum,1
62.6,20.01,38.9,1566,10,Night,2,Plastic,1
81.08,30.49,42.18,1141,8,Day,6,Steel,0
86.01,30.87,61.67,1223,3,Day,5,Plastic,1
82.16,36.31,66.95,818,2,Night,13,Aluminum,1
98.25,32,48.45,803,9,Evening,11,Steel,1
69.71,29.25,45.09,1266,1,Day,0,Steel,1
84.57,25.25,41.5,989,10,Day,13,Steel,0
73.94,37.5,53.25,1080,10,Night,4,Aluminum,0
87.33,34.64,66.89,862,2,Night,10,Steel,1
74.92,23.77,62.86,1580,7,Day,5,Plastic,1
71.12,30.19,56.38,1053,1,Day,10,Plastic,0
88.06,30.72,56.23,1426,5,Night,8,Steel,1
70.08,28.27,53.32,1571,9,Night,9,Aluminum,1
60.87,33.86,44.53,801,9,Day,5,Steel,0
69.83,34.16,37.63,866,11,Night,10,Steel,0
81.19,29.05,44.79,1085,4,Day,7,Steel,0
88.92,28.6,49.22,931,10,Night,1,Plastic,1
76.11,37.49,30.46,847,2,Day,0,Plastic,1
88.18,34.66,43.47,1354,9,Day,13,Aluminum,1
61.42,30.36,36.74,1404,11,Night,14,Aluminum,1
70.57,21.85,55.14,1452,4,Evening,0,Aluminum,1
72.11,31.72,39.5,846,3,Day,13,Plastic,0
73.85,33.49,48.28,1030,3,Evening,6,Plastic,0
75.84,16.23,38,1535,7,Evening,14,Plastic,1
81.91,31.26,60.98,1083,2,Night,14,Plastic,1
70.55,27.92,27.99,1348,5,Day,14,Aluminum,0
76.39,28.9,49.76,827,2,Evening,7,Plastic,0
74.55,25.46,32.23,1210,7,Day,7,Aluminum,0
65.74,29.26,39.91,1272,7,Day,11,Plastic,0
73.86,36.96,47.06,1469,3,Evening,2,Steel,1
73.56,27.77,47.55,1021,3,Evening,4,Aluminum,0
73.35,34.83,47.29,1175,8,Day,14,Aluminum,0
75.32,25.97,46.52,808,7,Evening,6,Plastic,0
75.76,33.79,38.58,1212,4,Evening,13,Aluminum,0
70.68,30.01,43.36,1270,2,Day,12,Steel,0
87.73,31.76,45.32,869,3,Evening,14,Aluminum,1
63.31,30.04,46.95,1141,11,Evening,13,Aluminum,0
67.79,33.21,44.34,865,11,Day,8,Steel,0
102.8,17.16,52.3,1406,11,Evening,4,Plastic,1
64.62,22.9,45.93,1492,3,Night,14,Plastic,1
61.46,32.09,47.01,869,5,Day,12,Steel,0
82.34,19.78,41.17,1545,7,Night,13,Aluminum,1
54.23,27.35,34.48,1060,4,Day,12,Plastic,0
72.65,29.73,46.54,1331,1,Night,14,Plastic,0
96.46,25.86,57.07,1195,3,Night,3,Plastic,1
59.55,26.54,49.44,1157,3,Evening,14,Steel,0
55.18,31.36,36.83,1157,1,Day,3,Steel,0
60.01,35.05,53.15,1191,8,Day,5,Aluminum,0
83.98,25.21,41.65,1175,4,Evening,8,Steel,0
86.25,27.12,52.15,985,5,Evening,13,Steel,1
69.87,26.34,41.31,1104,3,Night,12,Steel,0
81.83,17.89,48.53,863,4,Day,0,Plastic,1
88.9,30.71,39.82,977,1,Evening,0,Steel,1
92.87,34.67,40.07,1034,4,Evening,0,Steel,1
72.54,35.08,29.34,1561,2,Night,3,Plastic,1
51.99,25.65,50.12,839,10,Night,14,Steel,0
66.79,23.74,48.7,1086,6,Evening,3,Steel,0
70.73,30.11,49.26,1058,2,Night,10,Plastic,0
72.41,34.15,47.75,1266,9,Day,7,Aluminum,0
73.12,30.77,37.38,1039,2,Night,13,Steel,0
86.19,31.45,54.66,1302,4,Day,4,Aluminum,1
87.74,35.71,54.93,1383,4,Evening,13,Aluminum,1
73.28,26.3,37.12,1341,11,Evening,9,Aluminum,0
85.98,28.9,50.32,1150,1,Night,3,Plastic,1
78.58,38.17,53.75,1340,11,Evening,7,Aluminum,0
75.65,29.02,40.3,1111,7,Night,6,Plastic,0
84.07,23.66,42.04,1398,1,Night,13,Steel,0
75.72,26.65,50.34,907,8,Night,5,Aluminum,0
95.58,25.31,29.9,829,3,Night,1,Aluminum,1
60.62,31.79,34.11,1108,8,Day,4,Aluminum,0
69.85,25.52,35.1,1285,8,Day,12,Steel,0
73.73,31.36,27.04,845,10,Evening,11,Steel,0
79.39,26.32,55.85,1158,10,Night,1,Plastic,1
87.68,19.38,25.12,936,5,Evening,5,Plastic,1
74.76,31.53,48.43,1574,3,Night,8,Plastic,1
60.78,30.74,53.12,1374,11,Evening,8,Plastic,0
83.43,32.59,42.06,1230,11,Day,5,Plastic,0
82.55,26.64,38.32,1355,11,Evening,3,Plastic,0
55.58,26.1,47.33,1050,9,Night,9,Steel,0
74.96,32.01,45.02,1232,1,Night,11,Aluminum,0
59.1,37.6,55.04,1006,1,Evening,8,Aluminum,0
68.35,30.06,18.71,1245,2,Evening,4,Aluminum,0
65.97,32.12,35.81,858,10,Night,7,Steel,0
83.09,28.39,50.62,1005,6,Evening,11,Steel,0
76.17,22.28,45.5,1130,2,Day,8,Plastic,0
62.14,34.84,52.52,1395,4,Night,4,Plastic,0
83.8,34.54,47.62,1324,6,Night,5,Aluminum,0
60.66,33.55,43.65,1548,2,Day,3,Aluminum,1
78.3,29.09,41.98,957,4,Evening,11,Steel,0
66.86,32.99,68.25,903,7,Day,0,Steel,1
71.34,34.47,60.35,1158,1,Night,0,Aluminum,1
80.04,38.1,49.96,1164,9,Day,4,Steel,0
80.21,34.94,45.78,1354,10,Evening,2,Aluminum,0
88.37,30.32,50.38,978,10,Evening,6,Aluminum,1
